,Unnamed: 0,news_outlet,provenance,title,language,article_length,number_subheaders,forbidden_pattern,sentiment_score,author_person,author_organization
916,916,focus,https://www.focus.de/politik/deutschland/angespitzt/angespitzt-kolumne-von-ulrich-reitz-harte-hand-gegen-ghettos-macrons-islam-rede-sollte-weckruf-fuer-deutschland-sein_id_12504973.html,Harte Hand gegen „Ghettos“: Macrons Islam-Rede sollte Weckruf für Deutschland sein,de,931,4,False,-0.0280343927443027,Ulrich Reitz ,
917,917,focus,https://www.focus.de/politik/deutschland/groko-seehofer-nachbarlaender-klagen-ueber-moral-weltmeister-deutschland_id_12451371.html,Seehofer: Nachbarländer klagen über Moral-Weltmeister Deutschland,de,301,1,False,-0.0119058741256594,,"mit dpa,AFP"
918,918,focus,https://www.focus.de/politik/deutschland/bundestagswahl_2017/groko-im-news-ticker-neuer-streit-um-ayslrecht-droht-katarina-barley-kritisiert-seehofer-vorstoss_id_10148264.html,Neuer Streit um Asylrecht droht: Barley drückt bei Seehofer-Forderung auf Bremse ,de,238,1,False,-0.017719842493534,,
919,919,focus,https://www.focus.de/politik/deutschland/bundestagswahl_2017/groko-im-news-ticker-gegen-ihr-schlechtes-image-von-der-leyen-holt-einen-ihrer-schaerfsten-kritiker_id_10175194.html,AKK spricht Machtwort: Personalfragen stellen sich nicht,de,973,7,False,-0.0619448907673358,,
920,920,focus,https://www.focus.de/politik/deutschland/bundestagswahl_2017/groko-im-news-ticker-cdu-chefin-lehnt-koalition-mit-afd-und-linken-ab_id_10183103.html,CDU will Flüchtlingspolitik von 2015 aufarbeiten – ohne Merkel,de,416,2,False,-0.0366239659488201,,
921,921,focus,https://www.focus.de/politik/deutschland/bundestagswahl_2017/groko-im-news-ticker-gruene-werfen-csu-verkehrsministern-beguenstigung-von-bayern-vor_id_10341341.html,Kramp-Karrenbauer fordert von Barley Ja zu Passentzug bei Dschihadisten auf,de,949,6,False,-0.0520638041198253,,
922,922,focus,https://www.focus.de/politik/deutschland/bundestagswahl_2017/groko-im-news-ticker-nach-unions-kompromiss-im-sommer-nur-elf-fluechtlinge-an-grenze-abgewiesen_id_10399524.html,Nach Unions-Kompromiss im Sommer: Nur elf Flüchtlinge an Grenze abgewiesen,de,398,2,False,-0.0198980364948511,,
923,923,focus,https://www.focus.de/politik/ausland/migration-eu-kommission-will-vorlaeufige-fluechtlings-verteilung_id_10909135.html,Brüssel: EU-Kommission will Verteilmechanismus für Flüchtlinge,de,343,0,False,-0.003174927085638,,dpa
924,924,focus,https://www.focus.de/politik/deutschland/groko-im-news-ticker-neuer-aerger-fuer-akk-junge-union-stimmt-ueber-urwahl-fuer-kanzlerkandidatur-ab_id_11141338.html,Streitthema Grundrente: Brinkhaus fordert Sorgfalt vor Schnelligkeit,de,701,4,False,-0.1203269585967063,,
925,925,focus,https://www.focus.de/politik/deutschland/ueberfall-in-muelheim-an-der-ruhr-fakten-zahlen-statistiken-das-steckt-wirklich-hinter-gruppenvergewaltigungen_id_10911479.html,Nach Fall in Mülheim: Zahlen und Fakten zum Phänomen Gruppenvergewaltigungen,de,527,5,False,-0.0002921342966146,Marisa Gold,mg
926,926,focus,https://www.focus.de/politik/ausland/eu-sagte-bereits-hilfe-zu-erdogan-droht-eu-erneut-mit-fluechtlingsstrom-oder-wir-muessen-die-tore-oeffnen_id_11119851.html,Erdogan droht EU erneut mit Flüchtlingsstrom: Oder wir müssen die Tore öffnen“  - Video,de,231,2,False,-0.0033921825233846,,
927,927,focus,https://www.focus.de/politik/deutschland/keine-vorausschauende-migrationspolitik-vorstoss-zur-seenotrettung-jetzt-kassiert-seehofer-scharfe-kritik-aus-eigenen-reihen_id_11158815.html,Vorstoß zur Seenotrettung: Jetzt kassiert Seehofer scharfe Kritik aus eigenen Reihen,de,520,3,False,-0.0451583862304687,,"hej,AFP,dpa,KNA"
928,928,focus,https://www.focus.de/politik/ausland/migration-aufsichtsbehoerde-unhaltbare-zustaende-in-us-migrantenlagern_id_10889328.html,Washington: Aufsichtsbehörde: Unhaltbare Zustände in US-Migrantenlagern,de,522,0,False,-0.0212660990655422,,dpa
929,929,focus,https://www.focus.de/politik/ausland/migration-trump-weist-kritik-an-migrantenlagern-zurueck_id_10893777.html,Washington: Trump spottet über Kritik an Migrantenlagern: „Nicht kommen“,de,400,0,False,-0.1295131295919418,,dpa
930,930,focus,https://www.focus.de/finanzen/banken/basiskonto-so-viel-geld-darf-die-deutsche-bank-dafuer-kassieren_id_12156493.html,"Schlappe für die Deutsche Bank: 8,99 Euro Gebühr für das Basiskonto sind zu viel ",de,697,6,False,-0.0050221113488078,,"mbe,dpa"
931,931,focus,https://www.focus.de/politik/deutschland/ermittlungen-zu-in-nrw-verhafteter-terror-gruppe-neue-anschlagsplaene-is-ruft-zu-gasexplosionen-in-mietwohnungen-auf_id_12349922.html,Bericht aus Moskau alarmiert Behörden: Der IS ruft zu Explosionen in Mietwohnungen auf ,de,1293,10,False,-0.0074557745829224,Axel Spilcker,
932,932,focus,https://www.focus.de/politik/ausland/migration-rackete-will-vorerst-nicht-nach-deutschland-zurueck_id_10910155.html,Rom: Sea-Eye übergibt gerettete Migranten an maltesisches Schiff,de,313,0,False,-0.0022818963043391,,dpa
933,933,focus,https://www.focus.de/politik/ausland/migration-gerettete-65-migranten-von-schiff-alan-kurdi-auf-malta_id_10905351.html,Rom: Sea-Eye rettet wieder: 44 Migranten von Holzboot aufgenommen,de,621,0,False,-0.0021038064733147,,dpa
934,934,focus,https://www.focus.de/politik/ausland/seenotretter-schiff-der-deutschen-organisation-sea-watch-wieder-frei_id_10782514.html,Schiff der deutschen Organisation Sea-Watch wieder frei,de,310,1,False,-0.0074045611545443,,"tha,dpa"
935,935,focus,https://www.focus.de/politik/ausland/migration-sea-watch-kapitaenin-rackete-wird-vernommen_id_10881461.html,Rom: Entscheidung über Sea-Watch-Kapitänin vertagt,de,780,0,False,-0.0077663222327828,,dpa
936,936,focus,https://www.focus.de/politik/sicherheitsreport/bilanz-des-thueringer-innenministeriums-fluechtlingsheim-in-suhl-pro-woche-fuenf-polizeieinsaetze-mehr-als-200-straftaten_id_12414168.html,Pro Woche fünf Polizeieinsätze: Suhler Heim für Asylbewerber Kriminalitäts-Brennpunkt,de,503,5,False,-0.2845343351364136,Göran Schattauer,
937,937,focus,https://www.focus.de/regional/chemnitz/extremismus-acht-jahre-nach-nsu-enttarnung-veranstaltung-zu-rassismus_id_11301926.html,Chemnitz: Acht Jahre nach NSU-Enttarnung: Veranstaltung zu Rassismus,de,207,0,False,-0.0025777965784072,,dpa
938,938,focus,https://www.focus.de/politik/ausland/konflikte-35-tote-bei-angriff-auf-migrantenlager-in-libyen_id_10889465.html,Tripolis: 44 Tote bei Angriff auf Migrantenlager in Libyen,de,617,0,False,-0.0044527598656713,,dpa
939,939,focus,https://www.focus.de/politik/ausland/eu-immer-mehr-venezolaner-suchen-asyl-in-europa_id_10856606.html,Brüssel/Madrid: Immer mehr Venezolaner suchen Asyl in Europa,de,846,0,False,-0.0024409997276961,,dpa
940,940,focus,https://www.focus.de/politik/deutschland/parteien-spd-darf-sarrazin-ausschliessen_id_10916828.html,Berlin: Parteigericht will Sarrazin aus SPD werfen - der wehrt sich,de,674,0,False,-0.1924931704998016,,dpa
941,941,focus,https://www.focus.de/politik/ausland/migration-erleichterung-und-kritik-nach-freilassung-von-carola-rackete_id_10889289.html,Rom: Carola Rackete bleibt vorerst an „sicherem Ort“ in Italien,de,577,0,False,-0.0083145294338464,,dpa
942,942,focus,https://www.focus.de/politik/ausland/us-politik-im-news-ticker-trump-droht-iran-im-atomstreit-wie-es-noch-nie-jemand-erlebt-hat_id_10888931.html,Trump spottet über schlechte Zustände in Migrantenlagern an Grenze zu Mexiko,de,831,4,False,-0.0847523659467697,,
943,943,focus,https://www.focus.de/politik/ausland/us-politik-im-news-ticker-trump-will-millionen-illegale-einwanderer-aus-den-usa-ausweisen_id_10836671.html,Trumps Verteidigungsminister schmeißt noch vor Amtsantritt hin,de,438,2,False,-0.0081972563639283,,
944,944,focus,https://www.focus.de/politik/ausland/us-politik-im-news-ticker-wegen-illegaler-migration-trump-verhaengt-strafzoelle-gegen-mexiko_id_10777431.html,Wegen illegaler Migration: Trump verhängt Strafzölle gegen Mexiko,de,200,2,False,-0.0140293184667825,,
945,945,focus,https://www.focus.de/politik/deutschland/margarete-van-ackerens-berliner-woche-die-grenzen-bleiben-offen-der-tag-an-dem-angela-merkel-ihr-wahres-wesen-zeigte_id_12396630.html,Die Grenzen bleiben offen – was ihre wichtigste Entscheidung über Angela Merkel verrät,de,919,7,False,-0.0099020889028906,Margarete van Ackeren,
946,946,focus,https://www.focus.de/politik/ausland/us-politik-im-news-ticker-heimatschutzministerin-nielsen-verlaesst-trumps-regierung_id_10563148.html,Zweiter Trump-Rauswurf in zwei Tagen: Jetzt muss der Secret-Service-Chef gehen,de,511,3,False,-0.2920818328857422,,
947,947,focus,https://www.focus.de/politik/ausland/us-politik-im-news-ticker-usa-ziehen-diplomaten-aus-venezuela-ab-und-empfehlen-auch-us-buergern-die-ausreise_id_10230758.html,Ermittlungen zu russischen Einmischungen in US-Wahlkampf sollen vor Abschluss stehen,de,1493,8,False,-0.813554584980011,,
948,948,focus,https://www.focus.de/politik/ausland/us-politik-im-news-ticker-trump-macht-neues-angebot-fuer-shutdown-ende_id_10207887.html,Trumps neues Angebot zum „Shutdown“-Ende verärgert sogar eigene Fans,de,416,1,False,-0.2723959684371948,,
949,949,focus,https://www.focus.de/politik/ausland/us-politik-im-news-ticker-shutdown-geht-weiter-us-senat-lehnt-trumps-haushaltsplan-ab_id_10220727.html,US-Senat ohne Einigung im Haushaltsstreit - Shutdown geht weiter,de,1187,5,False,-0.6507033109664917,,
950,950,focus,https://www.focus.de/politik/ausland/us-politik-im-news-ticker-demokraten-machen-druck-auf-praesident-donald-trump_id_10125015.html,Keine Geld für Mauer: Demokraten machen Druck auf Präsident Donald Trump,de,598,1,False,-0.025759195908904,,
951,951,focus,https://www.focus.de/politik/ausland/eu-boris-johnson-will-einwanderung-nach-australischem-vorbild_id_10870076.html,London: Boris Johnson will Einwanderung nach australischem Vorbild,de,244,0,False,-0.0009816919919103,,dpa
952,952,focus,https://www.focus.de/politik/deutschland/marburg-stadt-will-bootsfluechtlinge-aufnehmen-appell-an-seehofer_id_10140432.html,32 Flüchtlinge auf Mittelmeer gefangen - jetzt bietet sich Marburg als „sicheren Hafen“ an - Video,de,178,1,False,-0.0006932955002412,,
953,953,focus,https://www.focus.de/politik/deutschland/bundesrat-strobl-herz-und-haerte-bei-migrationspaket_id_10874517.html,Berlin: Migrationspaket passiert den Bundesrat - mit viel Kritik,de,582,0,False,-0.043680090457201,,dpa
954,954,focus,https://www.focus.de/regional/muenchen/polizei-ein-jahr-grenzpolizei-soeder-und-herrmann-ziehen-bilanz_id_10872670.html,München: Söder und Herrmann loben eigene bayerische Grenzpolizei,de,251,0,False,-0.4351703822612762,,dpa
955,955,focus,https://www.focus.de/politik/deutschland/massenschlaegereien-und-schiessereien-gewaltexzesse-im-revier-so-weit-geht-verbruederung-von-clan-gangstern-und-rockern_id_10520226.html,Gewaltexzesse im Revier: So weit geht Verbrüderung von Clan-Gangstern und Rockern,de,1041,8,False,-0.0011905662249773,Axel Spilcker,
956,956,focus,https://www.focus.de/panorama/welt/auch-wenn-es-noch-so-grausam-ist-getoetete-tramperin-sophia-bruder-hat-vor-prozessbeginn-klare-forderung_id_10945269.html,Getötete Tramperin Sophia: Bruder hat vor Prozessbeginn klare Forderung,de,479,2,False,-0.0205862205475568,,"pnh,dpa"
957,957,focus,https://www.focus.de/politik/deutschland/dass-die-buerger-hier-nicht-alleine-gelassen-werden-strassenumfrage-was-buerger-heute-fuer-forderungen-an-fluechtlingspolitik-stellen_id_12383633.html,"Straßenumfrage zeigt, was Bürger heute für Forderungen an Flüchtlingspolitik stellen - Video",de,363,3,False,-0.0093562202528119,"Lisa-Marie Jeschina,Mark Luxenhofer",
958,958,focus,https://www.focus.de/politik/experten/jaeger/gastbeitrag-von-thomas-jaeger-donald-trump-und-die-demokraten_id_11396459.html,"Um Trump zu schlagen, müssen die Demokraten ihr „B-Problem“ lösen",de,922,4,False,-0.7405656576156616,Thomas Jäger,
959,959,focus,https://www.focus.de/politik/deutschland/eu-asylbewerberzahl-in-deutschland-auf-eu-hoch_id_10856261.html,Brüssel: Asylbewerberzahl in Deutschland auf EU-Hoch,de,464,0,False,-4.331941909185844e-06,,dpa
960,960,focus,https://www.focus.de/regional/mainz/migration-baldauf-strafe-fuer-veroeffentlichung-von-abschiebeterminen_id_10549728.html,Mainz: CDU: Strafen für Veröffentlichung von Abschiebeterminen,de,266,0,False,-0.0305705945938825,,dpa
961,961,focus,https://www.focus.de/politik/deutschland/tuebingen-stuttgart-darmstadt-check-in-drei-staedten-die-gemischte-bilanz-der-gruenen-oberbuergermeister_id_11365171.html,Check in drei Städten: Die gemischte Bilanz der grünen Oberbürgermeister,de,1088,4,False,-0.0162754710763692,Anna Schmid,sca
962,962,focus,https://www.focus.de/politik/deutschland/rechte-polizei-gruppe-skandal-weitet-sich-aus-alphateam-polizist-soll-gefesselten-geschlagen-haben_id_12517933.html,Skandal weitet sich aus: Polizist aus Alphateam soll Gefesselten geschlagen haben,de,1091,8,False,-0.2849614322185516,Axel Spilcker,
963,963,focus,https://www.focus.de/politik/gerichte-in-deutschland/studie-zur-altersbestimmung-minderjaehrige-fluechtlinge-40-prozent-geben-bei-einreise-nach-deutschland-falsches-alter-an_id_11146393.html,Zweifel an Minderjährigkeit: 40 Prozent der überprüften Flüchtlinge gaben Alter falsch an,de,834,8,False,-0.0003677268978208,Göran Schattauer,
964,964,focus,https://www.focus.de/politik/deutschland/terrorismus-zwei-verdaechtige-im-fall-luebcke-waren-bei-veranstaltung_id_10891996.html,Berlin/Kassel: Kreise: Stephan E. war 2015 bei Lübckes Asyl-Veranstaltung,de,313,0,False,-0.0128120211884379,,dpa
965,965,focus,https://www.focus.de/politik/deutschland/bundestag-im-live-ticker-ratspraesidentschaft-und-corona-krise-merkel-stellt-sich-den-fragen-der-abgeordneten_id_12162188.html,Ratspräsidentschaft und Corona-Krise: Merkel stellt sich den Fragen der Abgeordneten,de,1100,3,False,-0.0275759771466255,,"hej,mit dpa,AFP"
966,966,focus,https://www.focus.de/regional/niedersachsen/migration-medien-ermittlungen-gegen-deutsche-sea-watch-kapitaenin_id_10874943.html,Rom: Ermittlungen gegen deutsche Sea-Watch-Kapitänin,de,258,0,False,-0.0056341830641031,,dpa
967,967,focus,https://www.focus.de/politik/ausland/migration-medien-ermittlungen-gegen-deutsche-sea-watch-kapitaenin_id_10875637.html,Rom: Ermittlungen gegen deutsche Sea-Watch-Kapitänin,de,299,0,False,-0.0083341309800744,,dpa
968,968,focus,https://www.focus.de/panorama/welt/an-halloween-in-ulm-14-jaehrige-von-fuenf-maennern-vergewaltigt-ulm-ob-rudert-nach-aeusserung-zurueck_id_11351385.html,14-Jährige von fünf Männern vergewaltigt: Ulm-OB rudert nach Äußerung zurück,de,544,3,False,-0.0130761424079537,,"hej, sca, cvh,dpa"
969,969,focus,https://www.focus.de/politik/deutschland/kirche-geballte-prominenz-zum-evangelischen-kirchentag-erwartet_id_10837810.html,Dortmund: Geballte Prominenz zum Evangelischen Kirchentag erwartet,de,575,0,False,-0.0237386263906955,,dpa
970,970,focus,https://www.focus.de/regional/dortmund/kirche-kirchentag-grosse-promi-dichte-und-breite-themenpalette_id_10836901.html,Dortmund: Kirchentag: Große Promi-Dichte und breite Themenpalette,de,582,0,False,-0.0306941606104373,,dpa
971,971,focus,https://www.focus.de/politik/ausland/konflikte-ajatollah-droht-den-usa-mehr-urananreicherung-ab-sonntag_id_10902278.html,Teheran/Washington: Ajatollah droht den USA - Mehr Urananreicherung ab Sonntag?,de,562,0,False,-0.0175034701824188,,dpa
972,972,focus,https://www.focus.de/regional/halle-saale/arbeitsmarkt-mehr-gefluechtete-in-arbeit-aber-auch-mehr-arbeitslos_id_10842121.html,Halle/Magdeburg: Mehr Geflüchtete mit Job: Aber auch mehr arbeitslos gemeldet,de,326,0,False,-0.0009043093305081,,dpa
973,973,focus,https://www.focus.de/politik/ausland/konflikte-blutbad-in-libyen-un-schliesst-kriegsverbrechen-nicht-aus_id_10893785.html,Tripolis/New York: Tödlicher Angriff auf Migranten: Libyen will Lager schließen,de,465,0,False,-0.023529939353466,,dpa
974,974,focus,https://www.focus.de/regional/niedersachsen/migration-sea-watch-rackete-an-einem-sicheren-ort_id_10890408.html,Rom/Hambühren: Vater: Kapitänin Rackete bleibt vorerst in Italien,de,557,0,False,-0.0087458882480859,,dpa
975,975,focus,https://www.focus.de/politik/ausland/diplomatie-australiens-premier-keine-sonderbehandlung-fuer-assange_id_10583333.html,London/Washington: Assange-Unterstützer wollen Auslieferung an USA verhindern,de,542,0,False,-0.0256470348685979,,dpa
976,976,focus,https://www.focus.de/politik/ausland/fluechtlinge-noch-nie-waren-weltweit-so-viele-menschen-auf-der-flucht_id_10840701.html,Genf: Noch nie waren weltweit so viele Menschen auf der Flucht,de,435,0,False,-0.0070826532319188,,dpa
977,977,focus,https://www.focus.de/politik/ausland/migration-kapitaenin-der-sea-watch-3-in-italien-festgenommen_id_10877093.html,Rom: Sea-Watch-Odyssee endet mit Festnahme der Kapitänin,de,682,0,False,-0.0133280735462903,,dpa
978,978,freitag,https://www.freitag.de/autoren/pep/die-aufsteigerin,Porträt - Die Aufsteigerin,de,874,0,False,-0.0212574824690818,Pepe Egger,
979,979,freitag,https://www.freitag.de/autoren/elsa-koester/showdown-in-goerlitz,Görlitz - Volksfront oder grüne Chance,de,492,0,False,-0.0789957195520401,Elsa Koester,
980,980,freitag,https://www.freitag.de/autoren/der-freitag/opfer-im-widerstand,Kulturkampf - Opfer im Widerstand,de,1098,1,False,-0.0062541486695408,"Fabian Bechtle,Leon Kahane",
981,981,freitag,https://www.freitag.de/autoren/the-guardian/die-situation-ist-unertraeglich,Moria - Die Situation ist unerträglich,de,540,1,False,-0.9482250213623048,Katy Fallon,
982,982,freitag,https://www.freitag.de/autoren/the-guardian/ohne-gewissen,Flucht - Ohne Gewissen,de,833,2,False,-0.9248372316360474,Kenan Malik,
983,983,freitag,https://www.freitag.de/autoren/the-guardian/wer-ist-die-bedrohung-fuer-wen,Coronavirus - Wer ist die Bedrohung für wen?,de,869,2,False,-0.0306030269712209,Daniel Trilling,
984,984,freitag,https://www.freitag.de/autoren/the-guardian/alles-kriminelle,Griechenland - Alles Kriminelle,de,1121,1,False,-0.0185999758541584,"Ioanna Manoussaki,Alex King",
985,985,freitag,https://www.freitag.de/autoren/the-guardian/aber-sie-haben-den-nazi-geschlagen,Rechtsextremismus - Aber sie haben den Nazi geschlagen!,de,1173,2,False,-0.2158962786197662,Owen Jones,
986,986,freitag,https://www.freitag.de/autoren/the-guardian/das-fliegende-auge,Migration - Das fliegende Auge,de,1232,2,False,-0.0181848406791687,"D. Howden,A. Fotiadis,A. Loewenstein",
987,987,freitag,https://www.freitag.de/autoren/the-guardian/der-geschmack-der-freiheit,Italien - Der Geschmack der Freiheit,de,1481,2,False,-0.003383080009371,"Luca Muzi,Lorenzo Tondo",
988,988,freitag,https://www.freitag.de/autoren/flegel/die-neue-gewaltwelle-des-duos-assad-putin,Politik/Medien-Kumpanei. - »Die neue Gewaltwelle des Duos Assad-Putin«,de,1427,0,False,-0.05916328728199,,Flegel
989,989,freitag,https://www.freitag.de/autoren/the-guardian/die-stunde-der-killer-clowns,Kapitalismus - Die Stunde der Killer-Clowns,de,1210,3,False,-0.9897609353065492,George Monbiot,
990,990,freitag,https://www.freitag.de/autoren/the-guardian/aalglattes-gesicht,Porträt - Aalglattes Gesicht,de,782,0,False,-0.0127737000584602,Joost de Vries,
991,991,freitag,https://www.freitag.de/autoren/ulrich-heyden/offener-brief-an-bild-journalisten-roepcke,Würde der Person - Offener Brief an Bild-Journalisten Röpcke,de,691,0,False,-0.0126215480268001,Ulrich Heyden,
992,992,freitag,https://www.freitag.de/autoren/cabee/das-leben-in-den-zeiten-der-corona-woche-26,"Das etwas andere Logbuch - Das Leben in den Zeiten der Corona, Woche 26",de,923,0,False,-0.0156227350234985,,cabee
993,993,freitag,https://www.freitag.de/autoren/donvito/langandauernde-braende,Moria - Langandauernde Brände,de,411,0,False,-0.9452246427536012,Veit Lorenz Cornelis,
994,994,freitag,https://www.freitag.de/autoren/columbus/die-nato-als-wert-e-gemeinschaft,Waffenbrüder - Die NATO als Wert(e)gemeinschaft,de,1322,0,False,-0.0054358029738068,,Columbus
995,995,freitag,https://www.freitag.de/autoren/jamal-tuschick/mutwillige-vereinfachung,Literatur - Mutwillige Vereinfachung,de,633,0,False,-0.2394455969333648,Jamal Tuschick,
996,996,freitag,https://www.freitag.de/autoren/jamal-tuschick/die-ddr-als-episode-in-der-saechsischen,Hermann Flade/DDR - Die DDR als Episode,de,1295,0,False,-0.1211875453591346,Jamal Tuschick,
997,997,freitag,https://www.freitag.de/autoren/freiwilligenboersehamburg/social-days-ihre-chance,FreiwilligenBörseHamburg - Social Days - Ihre Chance,de,706,0,False,5.823949322802946e-09,,FreiwilligenBörseHamburg
998,998,freitag,https://www.freitag.de/autoren/gela/kurznachrichten-libyen-06-08.2020,Libyen. - Kurznachrichten Libyen – 06.08.2020,de,1363,0,False,-0.0019105933606624,Angelika Gutsche,
999,999,freitag,https://www.freitag.de/autoren/elsa-koester/remember-ellwangen,Razzia - Remember Ellwangen,de,581,1,False,-0.1127770915627479,Elsa Koester,
1000,1000,freitag,https://www.freitag.de/autoren/gela/kurznachrichten-libyen-23-07.2020,Libyen. - Kurznachrichten Libyen – 23.07.2020,de,1296,0,False,-0.0002950612397398,Angelika Gutsche,
1001,1001,freitag,https://www.freitag.de/autoren/jamal-tuschick/gekaufte-null,Literatur - Gekaufte Null,de,1256,0,False,-0.0590525418519973,Jamal Tuschick,
1002,1002,freitag,https://www.freitag.de/autoren/dfederman/ueber-die-bedeutung-lokaler-gemeinschaften,Community - Über die Bedeutung lokaler Gemeinschaften,de,383,0,False,0.0001493241288699,Dana Federman,
1003,1003,freitag,https://www.freitag.de/autoren/jamal-tuschick/endstation-macau,Literatur - Endstation Macau,de,1127,0,False,-0.0121469451114535,Jamal Tuschick,
1004,1004,freitag,https://www.freitag.de/autoren/qubriggs/all-cops-are-police,Polizei-Kultur - All Cops Are Police,de,1017,0,False,-0.0327293798327446,,qu_briggs
1005,1005,freitag,https://www.freitag.de/autoren/elsa-koester/wir-lassen-es-laengst,Flüchtlingspolitik - Wir lassen es längst,de,858,1,False,-0.0138077698647975,Elsa Koester,
1006,1006,freitag,https://www.freitag.de/autoren/jamal-tuschick/dekor-als-hauptsache,Literatur - Dekor als Hauptsache,de,1085,0,False,-0.0037793735973536,Jamal Tuschick,
1007,1007,freitag,https://www.freitag.de/autoren/sarahkohler/es-ist-kalt-in-deutschland,Abschiebung - Es ist kalt in Deutschland,de,737,2,False,-0.0249393507838249,Sarah Kohler,
1008,1008,freitag,https://www.freitag.de/autoren/gela/wirecard-jan-marsalek-und-libyen,München/Wien/Libyen - Größenwahn und Realitätsverlust,de,965,1,False,-0.0015726089477539,Angelika Gutsche,
1009,1009,freitag,https://www.freitag.de/autoren/solidhessen/sitzen-wir-alle-im-selben-boot-1,Corona-Ansichten - Sitzen wir alle im selben Boot?,de,775,0,False,-0.0189278870820999,Linksjugend [´solid] Hessen,
1010,1010,freitag,https://www.freitag.de/autoren/der-freitag/fruehling-fuer-europa,Gastbeitrag - Frühling für Europa,de,1015,2,False,-0.761050283908844,"Yanis Varoufakis,David Adler",
1011,1011,freitag,https://www.freitag.de/autoren/jamal-tuschick/phantomphaenomene,Uwe Johnson/Jahrestage - Phantomphänomene,de,1467,0,False,-0.412345826625824,Jamal Tuschick,
1012,1012,freitag,https://www.freitag.de/autoren/jamal-tuschick/zum-tod-von-joerg-schroeder-bohemebettler,Jörg Schröder/MÄRZ - Zum Tod von Jörg Schröder - Bohèmebettler,de,598,0,False,-0.0044263852760195,Jamal Tuschick,
1013,1013,freitag,https://www.freitag.de/autoren/jamal-tuschick/politik-der-koerper-iii-lebende-fiktion,Paul B. Preciado - Politik der Körper III. - Lebende Fiktion,de,918,0,False,-0.0008640464511699,Jamal Tuschick,
1014,1014,freitag,https://www.freitag.de/autoren/elisvoss/holt-die-leute-aus-den-lagern,LeaveNoOneBehind - Holt die Leute aus den Lagern!,de,896,4,False,-0.0197658091783523,,elisvoss
1015,1015,freitag,https://www.freitag.de/autoren/jamal-tuschick/transitgefuehl,Literatur - Eine Existenz in der Plaque,de,1094,0,False,-0.0054383175447583,Jamal Tuschick,
1016,1016,freitag,https://www.freitag.de/autoren/jamal-tuschick/kein-boeser-endzweck,Gorki Stream - Kein böser Endzweck,de,640,0,False,-0.0623301193118095,Jamal Tuschick,
1017,1017,freitag,https://www.freitag.de/autoren/jamal-tuschick/erlauschte-sprache,Literatur - Erlauschte Sprache,de,402,0,False,-0.0042842077091336,Jamal Tuschick,
1018,1018,freitag,https://www.freitag.de/autoren/jamal-tuschick/deutsche-verhaeltnisse,Literatur - Deutsche Verhältnisse,de,803,0,False,-0.0045286752283573,Jamal Tuschick,
1019,1019,freitag,https://www.freitag.de/autoren/arbeitsmarktintegration/zwei-widerstrebende-lebensentwuerfe,Arbeitsmarktintegration - „Zwei widerstrebende Lebensentwürfe“,de,1415,0,False,-0.0181844923645257,Doreen Bormann / Nikolai Huke,
1020,1020,freitag,https://www.freitag.de/autoren/fredheussner/leave-no-one-behind-weltweit,Solidarität entgrenzen - #LeaveNoOneBehind – weltweit,de,1476,3,False,-0.838155210018158,Fred Heussner,
1021,1021,freitag,https://www.freitag.de/autoren/jamal-tuschick/muskelerotik-in-suburbia,Gymnastik und Atemkunde - Muskelerotik in Suburbia,de,433,0,False,-0.0002356539480388,Jamal Tuschick,
1022,1022,freitag,https://www.freitag.de/autoren/jamal-tuschick/synchronisierte-ziellinien,Literatur - Synchronisierte Ziellinien,de,686,0,False,-0.0075570601038634,Jamal Tuschick,
1023,1023,freitag,https://www.freitag.de/autoren/dklose/save-the-children-startet-spendenaufruf,Corona-Krise: - Save the Children startet Spendenaufruf,de,666,0,False,-0.004288007505238,Dietrich Klose,
1024,1024,freitag,https://www.freitag.de/autoren/joschmidt/solidaritaet-in-der-krise,Corona - Solidarität in der Krise,de,909,0,False,-0.0380361080169677,Joshua Schmidt,
1025,1025,freitag,https://www.freitag.de/autoren/elisvoss/sonntagsspaziergang,LeaveNoOneBehind - Sonntagsspaziergang,de,594,0,False,-0.0037197931669652,,elisvoss
1026,1026,freitag,https://www.freitag.de/autoren/jamal-tuschick/smaze-smoze-oder-smag,"Literatur - Smaze, Smoze und Smag",de,1070,0,False,-0.0080088507384061,Jamal Tuschick,
1027,1027,freitag,https://www.freitag.de/autoren/dklose/schutz-gefluechteter-kinder-nicht-ausreichend,Save the Children - Schutz geflüchteter Kinder nicht ausreichend,de,663,0,False,-0.0034325886517763,Dietrich Klose,
1028,1028,freitag,https://www.freitag.de/autoren/dklose/intensivbetten-und-beatmungsgeraete-fehlen,Coronavirus in Nahost - Intensivbetten und Beatmungsgeräte fehlen,de,908,0,False,-0.0127787897363305,Dietrich Klose,
1029,1029,freitag,https://www.freitag.de/autoren/oschuerings/covid-19-ist-nur-ein-spiegel,grundlegende reflexionen - COVID-19 ist nur ein spiegel,de,749,0,False,-0.9464696645736694,,SCHÜRINGS
1030,1030,freitag,https://www.freitag.de/autoren/jamal-tuschick/buendig-erzaehlt,Literatur - Bündig erzählt,de,526,0,False,-0.8751134276390076,Jamal Tuschick,
